Section ID;SECTION NAME;LABEL 1;LABEL 2;ITEM TEXT;NO.OF.USES;NOTES;CURRENT CORE;ALL REPEATS;REL.REPEATS
2;B core;StfEco;B30 (R1);On the whole how satisfied are you with the present state of the economy in [country]?;129;All rounds;Yes;8;6
2;B core;StfGov;B31 (R1);Now thinking about the [country] government, how satisfied are you with the way it is doing its job?;95;All rounds;Yes;8;6
2;B core;StfDem;B32 (R1);And on the whole, how satisfied are you with the way democracy works in [country]?;141;All rounds;Yes;8;6
2;B core;StfEdu;B33 (R1);Now, using this card, please say what you think overall about the state of education in [country] nowadays?;57;All rounds;Yes;8;6
2;B core;StfHlth;B34 (R1);Still using this card, please say what you think overall about the state of health services in [country] nowadays?;77;All rounds;Yes;8;6
2;B core;EUFtF;B34 (R2);Now thinking about the European Union, some say European unification should go further. Others say it has already gone too far?;23;NOT asked in Rounds 1, 4, 5;Yes;5;3
2;B core;ImSmEtn;B35 (R2);To what extent do you think [country] should allow people of the same race or ethnic group as most [country?s] people to come and live here?;78;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;ImDfEtn;B36 (R2);How about people of a different race or ethnic group from most [country] people?;99;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;ImPcntr;B37 (R2);How about people from the poorer countries outside Europe?;82;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;ImBGEco;B38 (R2);Would you say it is generally bad or good for [country]?s economy that people come to live here from other countries?;164;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;ImUEClt;B39 (R2);Would you say that [country]?s cultural life is generally undermined or enriched by people coming to live here from other countries?;188;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;ImWBCnt;B40 (R2);Is [country] made a worse or a better place to live by people coming to live here from other countries?;158;All rounds (part of Immigration module in Rounds 1 and 7);Yes;8;6
2;B core;DcLEnv;B35 (R1);Protecting the environment - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLCrm;B36 (R1);Fighting against organised crime - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLAgr;B37 (R1);Agriculture - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLDef;B38 (R1);Defence - at which level the policies should mainly be decided?;6;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLWlfr;B39 (R1);Social welfare - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLAid;B40 (R1);Aid to developing countries - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLMig;B41 (R1);Immigration and refugees - at which level the policies should mainly be decided?;9;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;DcLIntr;B42 (R1);Interest rates - at which level the policies should mainly be decided?;7;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;GinvEco;B43 (R1);The less that government intervenes in the economy, the better it is for [country];18;All rounds;Yes;8;6
2;B core;GincDif;B44 (R1);The government should take measures to reduce differences in income levels;148;"All rounds; a similar item in R6 Democracy (E29)";Yes;8;6
2;B core;NeedTrU;B45 (R1);Employees need strong trade unions to protect their working conditions and wages;25;All rounds;Yes;8;6
2;B core;FreeHms;B46 (R1);Gay men and lesbians should be free to live their own life as they wish;72;All rounds;Yes;8;6
2;B core;;B35 (R8);If a close family member was a gay man or a lesbian, I would feel ashamed.;0;Asked from Round 8 on;Yes;1;0
2;B core;;B36 (R8);Gay male and lesbian couples should have the same rights to adopt children as straight couples;0;Asked from Round 8 on;Yes;1;0
2;B core;LawObey;B47 (R1);Whatever the circumstances, the law should always be obeyed;4;Asked in Round 1 (part of the Citizenship module);;1;1
2;B core;PrtyBan;B48 (R1);Political parties that wish to overthrow democracy should be banned;10;Asked in Rounds 1-5;;5;5
2;B core;EcoHEnv;B49 (R1);Economic growth always ends up harming the environment;0;Asked in Round 1;;1;1
2;B core;SciSEnv;B50 (R1);Modern science can be relied on to solve our environmental problems;3;Asked in Rounds 1-5;;5;5
3;C core;Happy;C1 (R1);Taking all things together, how happy would you say you are?;172;All rounds;Yes;8;6
3;C core;SclMeet;C2 (R1);How often do you meet socially with friends, relatives or work colleagues?;179;All rounds;Yes;8;6
3;C core;InmDisc;C3 (R1);Do you have anyone with whom you can discuss intimate and personal matters?;66;All rounds;Yes;8;6
3;C core;SclAct ;C4 (R1);Compared to other people of your age, how often would you say you take part in social activities?;55;All rounds;Yes;8;6
3;C core;CrmVct ;C5 (R1);Have you or a member of your household been the victim of a burglary or assault in the last 5 years?;41;All rounds;Yes;8;6
3;C core;AeSfDrk;C6 (R1);How safe do you ? or would you - feel walking alone in this area after dark?;73;All rounds;Yes;8;6
3;C core;Brghmwr;C7 (R3);How often, if at all, do you worry about your home being burgled?;23;Asked in Rounds 3, 4 and 5;;3;3
3;C core;Brghmef;C8 (R3);Does this worry about your home being burgled have a?serious effect on the quality of your life?;8;Asked in Rounds 3, 4 and 5;;3;3
3;C core;Crvctwr;C9 (R3);How often, if at all, do you worry about becoming a victim of violent crime?;25;Asked in Rounds 3, 4 and 5;;3;3
3;C core;crvctef;C10 (R3);Does this worry about becoming a victim of violent crime have a?serious effect on the quality of your life?;6;Asked in Rounds 3, 4 and 5;;3;3
3;C core;trrenyr;C11 (R3);(how likely) Do you think a terrorist attack somewhere in Europe during the next twelve months is?;4;Asked in Rounds 3 and 4;;2;2
3;C core;trrcnyr;C12 (R3);(how likely) Do you think a terrorist attack somewhere somewhere in [COUNTRY] during the next twelve months is?;10;Asked in Rounds 3 and 4;;2;2
3;C core;trrprsn;C13 (R3);If a man is suspected of planning a terrorist attack in [COUNTRY], the police should have the power to keep him in prison until they are satisfied he was not involved.;6;Asked in Rounds 3 and 4;;2;2
3;C core;trrtort;C14 (R3);Torturing a prisoner in a [COUNTRY?s] prison is never justified, even if it might provide information that could prevent a terrorist attack.;3;Asked in Rounds 3 and 4;;2;2
3;C core;Health;C7 (R1);How is your health in general?;238;All rounds;Yes;8;6
3;C core;HlthHmp;C8 (R1);Are you hampered in your daily activities in any way by any longstanding illness, or disability, infirmity or mental health problem?;48;All rounds;Yes;8;6
3;C core;;C9 (R8);People might feel different levels of attachment to the country where they live and to Europe. How attached do you feel to [country]?                                                      ;0;Asked from Round 8 on;Yes;1;0
3;C core;;C10 (R8);And how attached do you feel to Europe?;0;Asked from Round 8 on;Yes;1;0
3;C core;RlgBlg ;C9 (R1);Do you consider yourself as belonging to any particular religion or denomination?;75;All rounds;Yes;8;6
3;C core;RlgDnm;C10 (R1);Which one? (Denomination);144;All rounds;Yes;8;6
3;C core;RlgBlgE;C11 (R1);Have you ever considered yourself as belonging to any particular religion or denomination?;4;All rounds;Yes;8;6
3;C core;RlgDnmE;C12 (R1);Which one? (Denomination);1;All rounds;Yes;8;6
3;C core;RlgDgr;C13 (R1);Regardless of whether you belong to a particular religion, how religious would you say you are?;221;All rounds;Yes;8;6
3;C core;RlgAtnd;C14 (R1);Apart from special occasions such as weddings and funerals, about how often do you attend religious services nowadays?;208;All rounds;Yes;8;6
3;C core;Pray;C15 (R1);Apart from when you are at religious services, how often, if at all, do you pray?;61;All rounds;Yes;8;6
3;C core;DscGrp;C16 (R1);Would you describe yourself as being a member of a group that is discriminated against in this country?;82;All rounds;Yes;8;6
3;C core;DscrRce...;C17 (R1);On what grounds is your group discriminated against?;22;All rounds;Yes;8;6
3;C core;CtzCntr;C18 (R1);Are you a citizen of [country]?;81;All rounds;Yes;8;6
3;C core;Ctzship;C19 (R1);What citizenship do you hold?;17;All rounds;Yes;8;6
3;C core;BrnCntr;C20 (R1);Were you born in [country]? ;215;All rounds ;Yes;8;6
3;C core;CntBrth ;C21 (R1);In which country were you born?;73;All rounds;Yes;8;6
3;C core;LiveCntr;C22 (R1);How long ago did you first come to live in [country]?;48;All rounds;Yes;8;6
3;C core;LngHom ;C23 (R1);What language or languages do you speak most often at home?;39;All rounds;Yes;8;6
3;C core;BlgEtMG;C24 (R1);Do you belong to a minority ethnic group in [country]?;99;All rounds;Yes;8;6
3;C core;FaCntr;C25 (R1);Was your father born in [country]?;123;All rounds;Yes;8;6
3;C core;FaCntn ;C26 (R1);In which country was your father born?;50;Asked from Round 2 on (Continent level in Round 1);Yes;7;5
3;C core;MoCntr;C27 (R1);Was your mother born in [country]?;123;All rounds;Yes;8;6
3;C core;MoCntn;C28 (R1);In which country was your mother born?;49;Asked from Round 2 on (Continent level in Round 1);Yes;7;5
4;F core;WrkCtr;F14 (R1);Do/did you have a work contract of limited 7 unlimited duration;76;All rounds;Yes;8;6
4;F core;WkDcOrg;F18 (R2);How much the management at your work  allows/allowed you to decide how your own daily work is organised?;71;All rounds (part of the Citizenship module in Round 1);Yes;8;6
4;F core;Iorgact;F19 (R2);How much the management at your work  allows/allowed you to influence policy decisions about activities of the organisation? ;36;Asked from Round 2 on;Yes;7;5
4;F core;wkdcpce;F19a (R1);How much the management at your work  allows/allowed you to choose or change your pace of work? ;35;All rounds;Yes;8;6
4;F core;Uemp3M;F25 (R1);Have you ever been unemployed and seeking work for a period of more than three months?;47;All rounds;Yes;8;6
4;F core;Uempl12M;F26 (R1);Has any of these periods lasted for 12 months or more?;26;All rounds;Yes;8;6
4;F core;Uemp5Yr;F27 (R1);Have any of these periods been within the past 5 years?;26;All rounds;Yes;8;6
4;F core;Wrkac6m;F26 (R2);In the last 1No years have you done any paid work in another country for a period of 6 months or more?;20;All rounds;Yes;8;6
4;F core;MbTrU;F28 (R1);Are you or have you ever been a member of a trade union or similar organisation?;124;All rounds;Yes;8;6
4;F core;HincSrc;F29 (R1);What is the main source of income in your household?;28;All rounds;Yes;8;6
4;F core;HincFel;F31 (R1);Which of the descriptions on this card comes closest to how you feel about your household?s income nowadays?;254;All rounds;Yes;8;6
4;F core;BrwMny;F32 (R1);If for some reason you were in serious financial difficulties and had to borrow money to make ends meet, how difficult or easy would that be?;20;Asked in Rounds 1-5;;5;5
4;F core;AtnCrse;F57 (R1);During the last twelve months, have you taken any course or attended any lecture or conference to improve your knowledge or skills for work?;16;All rounds;Yes;8;6
4;F core;anctry1;F61 (R7);How would you describe your ancestry?;;Asked from Round 7 on (immigration background, 3rd and further generation); ;2;0
5;Section H - PVQ;PVQ;H;Human values scale - Portrait Values Questionnaire (any item) ;262;All rounds;Yes;8;6
6;R1 Immigration;ImgEtn;D1;Thinking of people coming to live in [country] nowadays from other countries, would you say that?most are of the same race or ethnic group as the majority?...;1;;;1;1
6;R1 Immigration;EImGrpC;D2;Would you say that?most come from the richer countries of Europe?;2;;;1;1
6;R1 Immigration;mgRpc;D3;Would you say that?most come from the richer countries outside Europe?...;2;;;1;1
6;R1 Immigration;ImSmEtn;D4;To what extent do you think [country] should allow people of the same race or ethnic group as most [country?s] people to come and live here?;-78;made into a core item;;-8;-6
6;R1 Immigration;ImDfEtn;D5;How about people of a different race or ethnic group from most [country] people?;-99;made into a core item;;-8;-6
6;R1 Immigration;EImRcnt;D6;To what extent do you think [country] should allow people from the richer countries in Europe to come and live here?;26;;;1;1
6;R1_R8 Immigration;EImPcnt;D7;And how about people from the poorer countries in Europe?;34;B30a in R8 Immigration;;2;1
6;R1 Immigration;ImRcntr;D8;To what extent do you think [country] should allow people from the richer countries outside Europe to come and live here?;31;;;1;1
6;R1 Immigration;mPcntr;D9;How about people from the poorer countries outside Europe?;-82;made into a core item;;-8;-6
6;R1_R8 Immigration;QfImEdu;D10;Have good educational qualifications (how important to allow immigration);11;D1 in R8 Immigration;;2;1
6;R1 Immigration;QfImFml;D11;Have close family living here? (how important to allow immigration);4;;;1;1
6;R1_R8 Immigration;QfImLng;D12;Be able to speak [country]?s official language(s) (how important to allow immigration);12;D2 in R8 Immigration;;2;1
6;R1_R8 Immigration;QfImChr;D13;Come from a Christian background? (how important to allow immigration);13;D3 in R8 Immigration;;2;1
6;R1_R8 Immigration;QfImWht;D14;Be white? (how important to allow immigration);12;D4 in R8 Immigration;;2;1
6;R1 Immigration;QfImWlt;D15;Be wealthy? (how important to allow immigration);2;;;1;1
6;R1_R8 Immigration;QfImWSk;D16;Have work skills that [country] needs? (how important to allow immigration);11;D5 in R8 Immigration;;2;1
6;R1_R8 Immigration;QfImCmt;D17;Be committed  to the way of life in [country]? (how important to allow immigration);14;D6 in R8 Immigration;;2;1
6;R1 Immigration;ImWgDwn;D18;Average wages and salaries are generally brought down by people coming to live and work here;31;;;1;1
6;R1 Immigration;ImHEcoP;D19;People who come to live and work here generally harm the economic prospects of the poor more than the rich ;23;;;1;1
6;R1 Immigration;ImFlJob;D20;People who come to live and work here help to fill jobs where  there are shortages of workers ;15;;;1;1
6;R1 Immigration;ImUnpLv;D21;If people who have come to live and work here are unemployed for a long period, they should be made to leave ;23;;;1;1
6;R1 Immigration;ImSmRgt;D22;People who have come to live here should be given the same rights as everyone else ;20;;;1;1
6;R1 Immigration;ImSCrLv;D23;If people who have come to live here commit a serious crime, they should41 be made to leave ;14;;;1;1
6;R1 Immigration;ImACrLv;D24;If people who have come to live here commit any crime, they should be made to leave;18;;;1;1
6;R1_R8 Immigration;ImTCJob;D25;Would you say that people who come to live here generally take jobs away from workers in [country], or generally help to create new jobs? ;69;D7 in R8 Immigration;;2;1
6;R1_R8 Immigration;ImBleCo;D26;On balance, do you think people who come here take out more than they put in or put in more than they take out?;69;D8 in R8 Immigration;;2;1
6;R1 Immigration;ImBGEco;D27;Would you say it is generally bad or good for [country]?s economy that people come to live here from other countries?;-164;made into a core item;;-8;-6
6;R1 Immigration;ImUEClt;D28;Would you say that [country]?s cultural life is generally undermined or enriched by people coming to live here from other countries?;-188;made into a core item;;-8;-6
6;R1 Immigration;ImWBCnt;D29;Is [country] made a worse or a better place to live by people coming to live here from other countries?;-158;made into a core item;;-8;-6
6;R1_R8 Immigration;ImWBCrm;D30;Are [country]?s crime problems made worse or better by people coming to live here from other countries?;51;D9 in R8 Immigration;;2;1
6;R1 Immigration;ImBGHCt;D31;When people leave their countries to come to live in [country], do you think it has a bad or good effect on those countries in the long run?;1;;;1;1
6;R1 Immigration;CtBfSMv;D32;All countries benefit if people can move to countries where their skills are most needed;4;;;1;1
6;R1 Immigration;ImRspRc;D33;Richer countries have a responsibility to accept people from poorer countries;3;;;1;1
6;R1 Immigration;ImSEtBs;D34;Now thinking again of people who have come to live in [country] from another country who are of the same race or ethnic group as most [country] people, how much would you mind or not mind if someone like this was appointed as your boss?;7;;;1;1
6;R1 Immigration;ImSEtMr;D35;Married a close relative of yours?;8;;;1;1
6;R1_R8 Immigration;ImDEtBs;D36;And now thinking of people who have come to live in [country] from another country who are of a different race or ethnic group from most [country] people, how much would you mind or not mind if someone like this was appointed as your boss?;15;D11 in R8 Immigration;;2;1
6;R1_R8 Immigration;ImDetMr;D37;Married a close relative of yours?;17;D12 in R8 Immigration;;2;1
6;R1 Immigration;IdEtALv;D38;Suppose you were choosing where to live. Which of the three types of area on this card would you ideally wish to live in?;5;;;1;1
6;R1_R8 Immigration;AcEtALv;D39;And now using this card, how would you describe the area where you currently live?;25;D12 in R8 Immigration;;2;1
6;R1_R8 Immigration;PplSTrd;D40;It is better for a country if almost everyone shares the same customs and traditions ;42;D13 in R8 Immigration;;2;1
6;R1 Immigration;VrtRlg;D41;It is better for a country if there are a variety of different religions;19;;;1;1
6;R1 Immigration;ComnLng;D42;It is better for a country if almost everyone is able to speak at least one common language ;9;;;1;1
6;R1 Immigration;AlwSpSc;D43;Communities of people who have come to live here should be allowed to educate their children in their own separate schools if they wish ;4;;;1;1
6;R1 Immigration;StImRdT;D44;If a country wants to reduce tensions it should stop immigration;10;;;1;1
6;R1_R8 Immigration;LwDscWp;D45;A law against racial or ethnic discrimination in the workplace. (how good or bad);6;D14 in R8 Immigration;;2;1
6;R1 Immigration;LwPEth;D46;A law against promoting racial or ethnic hatred (how good or bad);4;;;1;1
6;R1 Immigration;ImgFrnd;D47;Do you have any friends who have come to live in [country] from another country?;46;;;1;1
6;R1 Immigration;ImgClg;D48;Do you have any colleagues at work who have come to live in [country] from another country?;19;;;1;1
6;R1 Immigration;ShrRfg;D49;[country] has more than its fair share of people applying for refugee status ;8;;;1;1
6;R1 Immigration;RfgAWrk;D50;While their applications for refugee status are being considered, people should be allowed to work in [country] ;6;;;1;1
6;R1_R8 Immigration;GvRfgAp;D51;The government should be generous in judging people?s applications for refugee status ;8;D15 in R8 Immigration;;2;1
6;R1 Immigration;RfgFrPc;D52;Most applicants for refugee status aren?t in real fear of persecution in their own countries ;5;;;1;1
6;R1 Immigration;RfgDtCn;D53;While their cases are being considered, applicants should be kept in detention centres ;5;;;1;1
6;R1 Immigration;RfgGvFn;D54;Refugees whose applications While their cases are being considered, the country] government should give ;6;;;1;1
6;R1 Immigration;RfgBFml;D55;financial support to applicants are granted should be entitled to bring in their close family members;8;;;1;1
6;R1_R8 Immigration;NoImBro;D56;Out of every 100 people living in [country], how many do you think were born outside [country]?;18;D16 in R8 Immigration;;2;1
6;R1 Immigration;CpImPop;D57;Compared to other European countries of about the same size as [country], do you think that more or fewer people to come and live here from other countries?;5;;;1;1
6;R1 Immigration;BLnCmIg;D58;How do you think the number of people leaving [country] nowadays compares to the number coming to live in [country]?;0;;;1;1
7;R1 Citizenship;Sptc;E1;A sports club or club for out-door activities? (member, participant, donated money, voluntary work, friends);113;;;1;1
7;R1 Citizenship;CltO;E2;An organization for cultural or hobby activities?;111;;;1;1
7;R1 Citizenship;TrU;E3;A trade union? ;113;;;1;1
7;R1 Citizenship;PrFO;E4;A business, professional, or farmers? organisation?;112;;;1;1
7;R1 Citizenship;CnsO;E5;A consumer or automobile organisation?;106;;;1;1
7;R1 Citizenship;HmnO;E6;An organisation for humanitarian aid, human rights, minorities, or immigrants?;111;;;1;1
7;R1 Citizenship;EPAO;E7;Organisation for environmental protection, peace or animal rights ;109;;;1;1
7;R1 Citizenship;RlgO;E8;A religious or church organisation?;108;;;1;1
7;R1 Citizenship;Prty;E9;A political party? ;100;;;1;1
7;R1 Citizenship;SETO;E10;An organisation for science, education, or teachers and parents?;107;;;1;1
7;R1 Citizenship;SclC;E11;A social club, club for the young, the retired/elderly, women, or friendly societies?;105;;;1;1
7;R1 Citizenship;OthV;E12;Any other voluntary organization such as the ones I?ve just mentioned?;93;;;1;1
7;R1 Citizenship;ImpFml;E13;Family - how important in your life?;8;;;1;1
7;R1 Citizenship;ImpFrds;E14;Friends - how important in your life?;13;;;1;1
7;R1 Citizenship;ImpLsrT;E15;Leisure time - how important in your life?;6;;;1;1
7;R1 Citizenship;ImpPol;E16;Politics - how important in your life?;11;;;1;1
7;R1 Citizenship;ImpWrk;E17;Work - how important in your life?;13;;;1;1
7;R1 Citizenship;ImpRlg;E18;Religion - how important in your life?;20;;;1;1
7;R1 Citizenship;ImpVo;E19;Voluntary organizations - how important in your life?;9;;;1;1
7;R1 Citizenship;HlpPpl;E20;Not counting anything you do for your family, in your work, or within voluntary organisations, how often, if at all, do you actively provide help for other people?;20;also in R3 Well-being (E2);;2;2
7;R1 Citizenship;DiscPol;E21;Still using this card, how often would you say you discuss politics and current affairs?;18;;;1;1
7;R1 Citizenship;ImpSPpl;E22;To be a good citizen, how important would you say it is for a person to?support people who are worse off than themselves?;23;;;1;1
7;R1 Citizenship;ImpVote;E23;Vote in elections?;20;;;1;1
7;R1 Citizenship;ImpObLw;E24;Always obey laws and regulations?;15;;;1;1
7;R1 Citizenship;ImpOpin;E25;Form their own opinion, independently of others?;13;;;1;1
7;R1 Citizenship;ImpAvo;E26;Be active in voluntary organisations?;18;;;1;1
7;R1 Citizenship;ImpAPol;E27;Be active in politics?;14;;;1;1
7;R1 Citizenship;YrLvdAe;E28;How long have you lived in this area?;16;;;1;1
7;R1 Citizenship;WrkFlex;E30;How much the management at your work allows you? to be flexible in your working hours?;12;;;1;1
7;R1 Citizenship;WkDcOrg;E31;To decide how your own daily work is organised?;-71;made into a core item;;-8;-6
7;R1 Citizenship;WkEnvin;E32;To influence your environment?;7;;;1;1
7;R1 Citizenship;WkDcsin;E33;To influence decisions about the general direction of your work?;9;;;1;1
7;R1 Citizenship;WkChTsk;E34;To change your work tasks if you wish to?;10;;;1;1
7;R1 Citizenship;SmBtJob;E35;How difficult or easy would it be for you ? to get a similar or better job with another employer if you wanted to??.;23;also in R2 Family (G79);;2;2
7;R1 Citizenship;STrtBsn;E36;To start your own business if you wanted to?;3;;;1;1
7;R1 Citizenship;TruWrkp;E37;Can I just check, is there a trade union or similar organisation at your work place?;7;;;1;1
7;R1 Citizenship;TruSay;E38;How difficult or easy is it ?to have a say in the actions taken by the trade union?;1;;;1;1
7;R1 Citizenship;TruIWkp;E39;For the trade union to influence conditions at your place of work?;2;;;1;1
7;R1 Citizenship;StfHWkp;E40;During the last 12 months, how satisfied or dissatisfied have you generally been with the way  hings have been handled in your work or workplace?;3;;;1;1
7;R1 Citizenship;ImprWkc;E41;During the last 12 months, have you made any attempt to improve conditions at work, or to prevent them from getting worse?;1;;;1;1
7;R1 Citizenship;ImprWCR;E42;Did any improvements result?;1;;;1;1
7;R1 Citizenship;ImprWCT;E43;Regardless of the outcome, how fairly or unfairly were you treated in your attempt to improve things at work? ;3;;;1;1
8;R2 Health;mdlswgt;D1;How much do you approve or disapprove if otherwise healthy people use medicines to? lose weight? ;1;;;1;1
8;R2 Health;mdhair;D2;...reduce hair loss? ;1;;;1;1
8;R2 Health;mdmemo;D3;...improve their memory?;1;;;1;1
8;R2 Health;mdhappy;D4;...feel happier;1;;;1;1
